"Reference Area","Time Period","Sex","Age group","Units of measurement","Observation Value"
"Thailand","2013","All genders","over 24 year olds","Percent","16.89656"
"Thailand","2013","Female","over 24 year olds","Percent","17.34295"
"Thailand","2013","Male","over 24 year olds","Percent","16.41181"
"Thailand","2010","Male","over 24 year olds","Percent","11.21595"
"Thailand","2010","Female","over 24 year olds","Percent","12.63227"
"Thailand","2010","All genders","over 24 year olds","Percent","11.95259"
"Thailand","2006","All genders","over 24 year olds","Percent","12.86897"
"Thailand","2006","Female","over 24 year olds","Percent","13.21561"
"Thailand","2006","Male","over 24 year olds","Percent","12.49111"
"Thailand","2004","Male","over 24 year olds","Percent","12.5597"
"Thailand","2004","Female","over 24 year olds","Percent","13.42326"
"Thailand","2004","All genders","over 24 year olds","Percent","12.99327"
"The former Yugoslav Republic of Macedonia","2002","All genders","over 24 year olds","Percent","12.23061"
"The former Yugoslav Republic of Macedonia","2002","Male","over 24 year olds","Percent","13.76783"
"The former Yugoslav Republic of Macedonia","2002","Female","over 24 year olds","Percent","10.72637"
"Togo","2009","Female","over 24 year olds","Percent","0.96357"
"Togo","2009","Male","over 24 year olds","Percent","4.56836"
"Togo","2009","All genders","over 24 year olds","Percent","2.63221"
"Tonga","2011","All genders","over 24 year olds","Percent","6.22699"
"Tonga","2011","Male","over 24 year olds","Percent","7.151"
"Tonga","2011","Female","over 24 year olds","Percent","5.36309"
"Tonga","1996","Male","over 24 year olds","Percent","9.56886"
"Tonga","1996","All genders","over 24 year olds","Percent","7.88293"
"Tonga","1996","Female","over 24 year olds","Percent","6.26351"
"Trinidad and Tobago","2009","All genders","over 24 year olds","Percent","9.61272"
"Trinidad and Tobago","2009","Male","over 24 year olds","Percent","8.93237"
"Trinidad and Tobago","2009","Female","over 24 year olds","Percent","10.27729"
"Trinidad and Tobago","2008","Female","over 24 year olds","Percent","11.08177"
"Trinidad and Tobago","2008","Male","over 24 year olds","Percent","8.55329"
"Trinidad and Tobago","2008","All genders","over 24 year olds","Percent","9.83333"
"Tunisia","2011","Male","over 24 year olds","Percent","15.19309"
"Tunisia","2011","Female","over 24 year olds","Percent","11.45201"
"Tunisia","2011","All genders","over 24 year olds","Percent","13.2653"
"Tunisia","2010","All genders","over 24 year olds","Percent","12.50062"
"Tunisia","2010","Female","over 24 year olds","Percent","10.83449"
"Tunisia","2010","Male","over 24 year olds","Percent","14.244"
"Tunisia","2008","Male","over 24 year olds","Percent","13.22932"
"Tunisia","2008","Female","over 24 year olds","Percent","9.41535"
"Tunisia","2008","All genders","over 24 year olds","Percent","11.29507"
"Turkey","2014","Female","over 24 year olds","Percent","13.22987"
"Turkey","2014","Male","over 24 year olds","Percent","18.48336"
"Turkey","2014","All genders","over 24 year olds","Percent","15.82832"
"Turkey","2013","All genders","over 24 year olds","Percent","14.88325"
"Turkey","2013","Male","over 24 year olds","Percent","17.56471"
"Turkey","2013","Female","over 24 year olds","Percent","12.26822"
"Turkey","2012","Female","over 24 year olds","Percent","10.79004"
"Turkey","2012","Male","over 24 year olds","Percent","16.02731"
"Turkey","2012","All genders","over 24 year olds","Percent","13.37589"
"Turkey","2011","All genders","over 24 year olds","Percent","12.76432"
"Turkey","2011","Male","over 24 year olds","Percent","15.46922"
"Turkey","2011","Female","over 24 year olds","Percent","10.12633"
"Turkey","2010","Female","over 24 year olds","Percent","9.07619"
"Turkey","2010","Male","over 24 year olds","Percent","14.04233"
"Turkey","2010","All genders","over 24 year olds","Percent","11.52729"
"Turkey","2009","All genders","over 24 year olds","Percent","10.71131"
"Turkey","2009","Male","over 24 year olds","Percent","13.08335"
"Turkey","2009","Female","over 24 year olds","Percent","8.40465"
"Turkey","2008","Male","over 24 year olds","Percent","12.14632"
"Turkey","2008","All genders","over 24 year olds","Percent","9.84591"
"Turkey","2008","Female","over 24 year olds","Percent","7.61657"
"Turkey","2007","Female","over 24 year olds","Percent","6.55738"
"Turkey","2007","All genders","over 24 year olds","Percent","8.92561"
"Turkey","2007","Male","over 24 year olds","Percent","11.30849"
"Turkey","2006","Male","over 24 year olds","Percent","10.88753"
"Turkey","2006","All genders","over 24 year olds","Percent","8.54139"
"Turkey","2006","Female","over 24 year olds","Percent","6.20874"
"Turkey","2005","Female","over 24 year olds","Percent","5.62981"
"Turkey","2005","All genders","over 24 year olds","Percent","7.92871"
"Turkey","2005","Male","over 24 year olds","Percent","10.23965"
"Turkey","2004","Male","over 24 year olds","Percent","9.57401"
"Turkey","2004","All genders","over 24 year olds","Percent","7.33287"
"Turkey","2004","Female","over 24 year olds","Percent","5.10431"
"Turkmenistan","1995","Male","over 24 year olds","Percent","15.9468"
"Turkmenistan","1995","Female","over 24 year olds","Percent","9.63547"
"Turkmenistan","1995","All genders","over 24 year olds","Percent","12.65997"
"Uganda","2012","All genders","over 24 year olds","Percent","8.14537"
"Uganda","2012","Female","over 24 year olds","Percent","5.54121"
"Uganda","2012","Male","over 24 year olds","Percent","11.14262"
"Uganda","2010","Male","over 24 year olds","Percent","3.79467"
"Uganda","2010","Female","over 24 year olds","Percent","1.93796"
"Uganda","2010","All genders","over 24 year olds","Percent","2.95724"
"Uganda","2008","All genders","over 24 year olds","Percent","1.84211"
"Uganda","2008","Female","over 24 year olds","Percent","1.99586"
"Uganda","2008","Male","over 24 year olds","Percent","1.68412"
"Uganda","2002","Male","over 24 year olds","Percent","6.65055"
"Uganda","2002","Female","over 24 year olds","Percent","3.11383"
"Uganda","2002","All genders","over 24 year olds","Percent","4.80754"
"Ukraine","2001","All genders","over 24 year olds","Percent","38.14171"
"Ukraine","2001","Male","over 24 year olds","Percent","35.93732"
"Ukraine","2001","Female","over 24 year olds","Percent","39.88569"
"United Arab Emirates","2005","Male","over 24 year olds","Percent","15.66209"
"United Arab Emirates","2005","Female","over 24 year olds","Percent","25.07002"
"United Arab Emirates","2005","All genders","over 24 year olds","Percent","17.95257"
"United Kingdom of Great Britain and Northern Ireland","2014","Female","over 24 year olds","Percent","40.13948"
"United Kingdom of Great Britain and Northern Ireland","2014","All genders","over 24 year olds","Percent","38.9803"
"United Kingdom of Great Britain and Northern Ireland","2014","Male","over 24 year olds","Percent","37.79103"
"United Kingdom of Great Britain and Northern Ireland","2013","Male","over 24 year olds","Percent","37.15992"
"United Kingdom of Great Britain and Northern Ireland","2013","All genders","over 24 year olds","Percent","37.85673"
"United Kingdom of Great Britain and Northern Ireland","2013","Female","over 24 year olds","Percent","38.54037"
"United Kingdom of Great Britain and Northern Ireland","2012","Female","over 24 year olds","Percent","37.2988"
"United Kingdom of Great Britain and Northern Ireland","2012","All genders","over 24 year olds","Percent","36.95037"
"United Kingdom of Great Britain and Northern Ireland","2012","Male","over 24 year olds","Percent","36.59523"
"United Kingdom of Great Britain and Northern Ireland","2011","Male","over 24 year olds","Percent","34.3094"
"United Kingdom of Great Britain and Northern Ireland","2011","All genders","over 24 year olds","Percent","33.05904"
"United Kingdom of Great Britain and Northern Ireland","2011","Female","over 24 year olds","Percent","31.8825"
"United Kingdom of Great Britain and Northern Ireland","2010","Female","over 24 year olds","Percent","33.88406"
"United Kingdom of Great Britain and Northern Ireland","2010","All genders","over 24 year olds","Percent","33.70109"
"United Kingdom of Great Britain and Northern Ireland","2010","Male","over 24 year olds","Percent","33.51393"
"United Kingdom of Great Britain and Northern Ireland","2009","Male","over 24 year olds","Percent","31.64985"
"United Kingdom of Great Britain and Northern Ireland","2009","All genders","over 24 year olds","Percent","31.4906"
"United Kingdom of Great Britain and Northern Ireland","2009","Female","over 24 year olds","Percent","31.33534"
"United Republic of Tanzania","2012","All genders","over 24 year olds","Percent","1.92836"
"United Republic of Tanzania","2012","Male","over 24 year olds","Percent","2.6246"
"United Republic of Tanzania","2012","Female","over 24 year olds","Percent","1.29961"
"United Republic of Tanzania","2002","Female","over 24 year olds","Percent","0.66512"
"United Republic of Tanzania","2002","Male","over 24 year olds","Percent","1.22086"
"United Republic of Tanzania","2002","All genders","over 24 year olds","Percent","0.93039"
"United States of America","2014","All genders","over 24 year olds","Percent","41.8897"
"United States of America","2014","Male","over 24 year olds","Percent","40.82642"
"United States of America","2014","Female","over 24 year olds","Percent","42.87372"
"United States of America","2013","Female","over 24 year olds","Percent","42.16468"
"United States of America","2013","Male","over 24 year olds","Percent","40.78957"
"United States of America","2013","All genders","over 24 year olds","Percent","41.50467"
"United States of America","2012","All genders","over 24 year olds","Percent","40.66323"
"United States of America","2012","Male","over 24 year olds","Percent","40.16515"
"United States of America","2012","Female","over 24 year olds","Percent","41.12231"
"United States of America","2011","Female","over 24 year olds","Percent","40.53132"
"United States of America","2011","Male","over 24 year olds","Percent","39.31583"
"United States of America","2011","All genders","over 24 year olds","Percent","39.94494"
"United States of America","2010","All genders","over 24 year olds","Percent","39.13742"
"United States of America","2010","Male","over 24 year olds","Percent","38.31808"
"United States of America","2010","Female","over 24 year olds","Percent","39.89922"
"United States of America","2009","Female","over 24 year olds","Percent","39.15297"
"United States of America","2009","All genders","over 24 year olds","Percent","38.62077"
"United States of America","2009","Male","over 24 year olds","Percent","38.04807"
"United States of America","2008","All genders","over 24 year olds","Percent","38.25891"
"United States of America","2008","Female","over 24 year olds","Percent","38.44067"
"United States of America","2008","Male","over 24 year olds","Percent","38.06288"
"United States of America","2006","Male","over 24 year olds","Percent","37.20069"
"United States of America","2006","Female","over 24 year olds","Percent","37.52263"
"United States of America","2006","All genders","over 24 year olds","Percent","37.36785"
"United States of America","2005","All genders","over 24 year olds","Percent","36.22994"
"United States of America","2005","Female","over 24 year olds","Percent","36.00504"
"United States of America","2005","Male","over 24 year olds","Percent","36.47357"
"United States of America","2004","Male","over 24 year olds","Percent","36.94468"
"United States of America","2004","Female","over 24 year olds","Percent","35.37453"
"United States of America","2004","All genders","over 24 year olds","Percent","36.127"
"Uruguay","2014","All genders","over 24 year olds","Percent","12.13938"
"Uruguay","2014","Female","over 24 year olds","Percent","14.41558"
"Uruguay","2014","Male","over 24 year olds","Percent","9.54592"
"Uruguay","2013","Male","over 24 year olds","Percent","9.33058"
"Uruguay","2013","Female","over 24 year olds","Percent","13.94046"
"Uruguay","2013","All genders","over 24 year olds","Percent","11.78742"
"Uruguay","2012","All genders","over 24 year olds","Percent","10.88215"
"Uruguay","2012","Female","over 24 year olds","Percent","12.96355"
"Uruguay","2012","Male","over 24 year olds","Percent","8.50369"
"Uruguay","2011","Male","over 24 year olds","Percent","8.62216"
"Uruguay","2011","Female","over 24 year olds","Percent","12.96718"
"Uruguay","2011","All genders","over 24 year olds","Percent","10.94071"
"Uruguay","2010","All genders","over 24 year olds","Percent","9.40847"
"Uruguay","2010","Female","over 24 year olds","Percent","11.1543"
"Uruguay","2010","Male","over 24 year olds","Percent","7.40971"
"Uruguay","2009","Male","over 24 year olds","Percent","7.45342"
"Uruguay","2009","Female","over 24 year olds","Percent","11.57324"
"Uruguay","2009","All genders","over 24 year olds","Percent","9.65251"
"Uruguay","2008","All genders","over 24 year olds","Percent","9.51637"
"Uruguay","2008","Female","over 24 year olds","Percent","11.31747"
"Uruguay","2008","Male","over 24 year olds","Percent","7.45176"
"Uruguay","2006","Male","over 24 year olds","Percent","7.58905"
"Uruguay","2006","Female","over 24 year olds","Percent","11.34989"
"Uruguay","2006","All genders","over 24 year olds","Percent","9.60366"
"Uruguay","2003","All genders","over 24 year olds","Percent","9.92396"
"Uruguay","2003","Female","over 24 year olds","Percent","11.89402"
"Uruguay","2003","Male","over 24 year olds","Percent","7.71798"
"Uzbekistan","2013","Female","over 24 year olds","Percent","0"
"Uzbekistan","2013","Male","over 24 year olds","Percent","0"
"Uzbekistan","2013","All genders","over 24 year olds","Percent","0"
"Venezuela (Bolivarian Republic of)","2011","Female","over 24 year olds","Percent","28.93624"
"Venezuela (Bolivarian Republic of)","2011","All genders","over 24 year olds","Percent","24.86441"
"Venezuela (Bolivarian Republic of)","2011","Male","over 24 year olds","Percent","20.53624"
"Venezuela (Bolivarian Republic of)","2009","Male","over 24 year olds","Percent","13.31785"
"Venezuela (Bolivarian Republic of)","2009","Female","over 24 year olds","Percent","18.456"
"Venezuela (Bolivarian Republic of)","2009","All genders","over 24 year olds","Percent","15.9215"
"Venezuela (Bolivarian Republic of)","2008","All genders","over 24 year olds","Percent","14.68425"
"Venezuela (Bolivarian Republic of)","2008","Female","over 24 year olds","Percent","16.95954"
"Venezuela (Bolivarian Republic of)","2008","Male","over 24 year olds","Percent","12.35048"
"Venezuela (Bolivarian Republic of)","2007","Male","over 24 year olds","Percent","11.97092"
"Venezuela (Bolivarian Republic of)","2007","Female","over 24 year olds","Percent","15.90209"
"Venezuela (Bolivarian Republic of)","2007","All genders","over 24 year olds","Percent","13.96212"
"Venezuela (Bolivarian Republic of)","2006","All genders","over 24 year olds","Percent","13.01982"
"Venezuela (Bolivarian Republic of)","2006","Female","over 24 year olds","Percent","14.59766"
"Venezuela (Bolivarian Republic of)","2006","Male","over 24 year olds","Percent","11.38383"
"Venezuela (Bolivarian Republic of)","2001","Male","over 24 year olds","Percent","29.95672"
"Venezuela (Bolivarian Republic of)","2001","Female","over 24 year olds","Percent","3.64932"
"Venezuela (Bolivarian Republic of)","2001","All genders","over 24 year olds","Percent","22.00753"
"Viet Nam","2009","Male","over 24 year olds","Percent","7.62254"
"Viet Nam","2009","All genders","over 24 year olds","Percent","6.69601"
"Viet Nam","2009","Female","over 24 year olds","Percent","5.86574"
"Zambia","2010","Female","over 24 year olds","Percent","11.2571"
"Zambia","2010","All genders","over 24 year olds","Percent","14.54321"
"Zambia","2010","Male","over 24 year olds","Percent","17.50251"
"Zimbabwe","2012","Male","over 24 year olds","Percent","0"
"Zimbabwe","2012","All genders","over 24 year olds","Percent","0"
"Zimbabwe","2012","Female","over 24 year olds","Percent","0"
"Zimbabwe","2002","Female","over 24 year olds","Percent","0.88529"
"Zimbabwe","2002","All genders","over 24 year olds","Percent","1.54264"
"Zimbabwe","2002","Male","over 24 year olds","Percent","2.25593"

